SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0fe09ce6bcd0dc992
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0b7ff73a09951d7a9
MEDIUM,aws/securityhub,This AWS control checks that key rotation is enabled for each AWS KMS key. It does not check KMS keys that have imported key material.,AwsKmsKey,arn:aws:kms:us-east-1:997075698610:key/3afc10c5-47f7-4027-b6aa-746397b67f4f
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This control evaluates if Amazon EBS volumes are in backup plans. The control fails if an Amazon EBS volume is not in a backup plan.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0c97bf16e7f3277d3
CRITICAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0abf8a2b0ee5c198c
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
HIGH,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket is encrypted with an AWS KMS key (SSE-KMS). The control fails if an S3 bucket is encrypted with default encryption (SSE-S3).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-048360cf5ea2ff153
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-029f39d3c09297c6e
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0d847efaf36408444
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0b8ebb18001363182
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
INFORMATIONAL,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
INFORMATIONAL,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0fe09ce6bcd0dc992
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0760008019a9e9f50
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0fe09ce6bcd0dc992
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0c97bf16e7f3277d3
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0b7ff73a09951d7a9
LOW,aws/securityhub,This control evaluates if Amazon EBS volumes are in backup plans. The control fails if an Amazon EBS volume is not in a backup plan.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-0c97bf16e7f3277d3
MEDIUM,aws/securityhub,This AWS control checks that key rotation is enabled for each AWS KMS key. It does not check KMS keys that have imported key material.,AwsKmsKey,arn:aws:kms:us-east-1:997075698610:key/3afc10c5-47f7-4027-b6aa-746397b67f4f
MEDIUM,aws/securityhub,This AWS control checks whether S3 buckets have policies that require requests to use Secure Socket Layer (SSL).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public write access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,"This AWS control checks whether your S3 buckets allow public read access by evaluating the Block Public Access settings, the bucket policy, and the bucket access control list (ACL).",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket is encrypted with an AWS KMS key (SSE-KMS). The control fails if an S3 bucket is encrypted with default encryption (SSE-S3).,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This control evaluates if versioning is enabled for your S3 buckets. This control fails if versioning is not enabled for a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/inspector,"On the instance i-0a181c9aef6e81ab2, the port range 443-443 is reachable from the InternetGateway igw-01831e126015e6ed5 from an attached ENI eni-0138108687a1ce1c9.",AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
LOW,aws/inspector,"On the instance i-0a181c9aef6e81ab2, the port range 80-80 is reachable from the InternetGateway igw-01831e126015e6ed5 from an attached ENI eni-0138108687a1ce1c9.",AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/inspector,"On the instance i-0a181c9aef6e81ab2, the port range 22-22 is reachable from the InternetGateway igw-01831e126015e6ed5 from an attached ENI eni-0138108687a1ce1c9.",AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
INFORMATIONAL,aws/securityhub,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if an Amazon S3 Bucket has server access logging enabled to a chosen target bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This AWS control checks that your Amazon S3 bucket either has Amazon S3 default encryption enabled or that the S3 bucket policy explicitly denies put-object requests without server side encryption.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This control checks if S3 buckets allow user permissions via access control lists (ACLs). This control fails if ACLs are configured for user access on S3 Bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This control checks if S3 Event Notifications are enabled on an S3 bucket. This control fails if S3 Event Notifications are not enabled on a bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This AWS control checks whether S3 buckets have cross-region replication enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0a181c9aef6e81ab2
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
INFORMATIONAL,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0a181c9aef6e81ab2
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-048360cf5ea2ff153
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-0abf8a2b0ee5c198c
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsSsmAssociationCompliance,arn:aws:ssm:us-east-1:997075698610:associationcompliance/AWS::SSM::ManagedInstanceInventory/i-0abf8a2b0ee5c198c
MEDIUM,aws/securityhub,This control checks if Amazon Simple Storage Service (Amazon S3) version enabled buckets have lifecycle policy configured. This rule fails if Amazon S3 lifecycle policy is not enabled.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-handson-test-bucket
MEDIUM,aws/securityhub,This AWS control checks that security groups are attached to Amazon EC2 instances or to an elastic network interface. The control will fail the security group is not associated with an Amazon EC2 instance or an elastic network interface.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-029f39d3c09297c6e
INFORMATIONAL,aws/securityhub,This control evaluates if Amazon EBS volumes are in backup plans. The control fails if an Amazon EBS volume is not in a backup plan.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the status of the AWS Systems Manager association compliance is COMPLIANT or NON_COMPLIANT after the association is executed on an instance.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsAccount,AWS::::Account:997075698610
INFORMATIONAL,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsAccount,AWS::::Account:997075698610
MEDIUM,aws/health,"You are receiving this notification because you use AWS Security Hub. Security Hub conducts regular reviews of its security controls to ensure they are up to date and are still considered best practices. Following a recent review, we have decided to remove the following controls from all security standards:

* CloudFront.2 (“CloudFront distributions should have origin access identity enabled”) [1]. A new control, CloudFront.13 (“CloudFront distributions should use origin access control”), was launched to replace CloudFront.2. Even though you are still able to use Origin Access Identity, AWS recommends that you use Origin Access Control [2]. As a result of this recommendation, we are making this update to ensure Security Hub’s recommendations reflect the latest best practices.

* S3.4 (“S3 buckets should have server-side encryption enabled”) [3]. As of January 2023, Amazon S3 configured default encryption on all new and existing unencrypted buckets to apply server-side encryption with S3 managed (truncated)",Other,997075698610
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2021/6/11/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-08b0662962642cd6f/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-08b0662962642cd6f_20210611T064301Z_1623393781637.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2021/6/10/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-08b0662962642cd6f/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-08b0662962642cd6f_20210610T153437Z_1623339277618.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2020/10/5/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-09294e7fa72c183dc/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-09294e7fa72c183dc_20201005T145446Z_1601909686622.json.gz"
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserMFAEnabled-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: AccessKeysRotated-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserUnusedCredentialsCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserMFAEnabled-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserUnusedCredentialsCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: MFAEnabledForIAMConsoleAccess-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
